post_id,followers,likes,comments,shares,engagement_rate,growth rate,log_followers,likes_per_follower,comments_per_follower,shares_per_follower,comment_to_like_ratio,iso_score,lof_score,score_disagreement,fraud_score,risk_level,flagged_fraud,vetting_action,Label
IG0000053,735516,94378,3201,3358,13.72,0.069882912,13.508328932284728,0.12831535955710005,0.004352046726379848,0.004565502314021721,0.03391680264468414,1.699414004040644,0.4137124249156245,1.2857015791250195,1.185133372390636,Low,0,Low Risk — Auto approve,genuine
IG0000054,1265707,98569,2493,2853,8.21,0.074819844,14.051142207373664,0.07787663337565487,0.001969650163900492,0.0022540761803482167,0.0252919274822713,2.0411802358014444,0.582099235716411,1.4590810000850334,1.457547835767431,Low,0,Low Risk — Auto approve,genuine
IG0000055,1482516,2188,7455,3571,0.89,0.042967496,14.209251876904629,0.0014758694003977023,0.005028613519179557,0.0024087429747807108,3.4072212065813527,27.15100678055912,1.4341635819929897,25.716843198566128,16.864269501132664,Low,0,Low Risk — Auto approve,genuine
IG0000056,221133,4739,502,2253,3.39,0.260476727,12.30652413159482,0.021430541800635815,0.0022701270276259083,0.010188438631954524,0.10592952099599072,14.959217622018334,1.2237929859471255,13.735424636071208,9.46504776758985,Low,0,Low Risk — Auto approve,genuine
IG0000057,1902423,60395,1113,1287,3.3,0.032642583,14.458639420482475,0.03174635714559801,0.0005850433894039338,0.0006765056982595354,0.01842867787068466,4.9977018725952105,0.48177615636264576,4.515925716232565,3.1913315861021845,Low,0,Low Risk — Auto approve,genuine
IG0000058,1016814,71753,3088,2025,7.56,0.065793744,13.83218575091222,0.07056649495384604,0.003036936942252959,0.0019915146722999486,0.043036528089417866,0.2774288343745942,0.5541451371313345,0.2767163027567403,0.38811535547729037,Low,0,Low Risk — Auto approve,genuine
IG0000059,1943435,191385,1642,1593,10.01,0.03524687,14.47996809845178,0.09847769542073699,0.0008448957644582916,0.0008196826752631294,0.008579564751678554,4.6728469046570815,0.4534122537195174,4.219434650937564,2.9850730442820557,Low,0,Low Risk — Auto approve,genuine
IG0000060,1073192,59042,8574,1978,6.48,0.053485304,13.886148874962949,0.05501531878731858,0.007989250758484967,0.0018430998367486898,0.14521865790454253,2.4936278615332332,0.3732266805236741,2.120401181009559,1.6454673891294094,Low,0,Low Risk — Auto approve,genuine
IG0000061,316800,133031,2984,2589,43.75,0.025252525,12.666029095483083,0.41992108585858584,0.009419191919191919,0.008172348484848485,0.022430861979538603,10.897699741565724,0.3723840725834914,10.525315668982232,6.68757347397283,Low,0,Low Risk — Auto approve,fraud
IG0000062,1238595,71357,1052,4246,6.19,0.007427771,14.029489038028276,0.05761124499937429,0.0008493494645142279,0.0034280777816800487,0.014742772257802317,3.089097854095197,0.7790141599900324,2.3100836941051646,2.165064376453131,Low,0,Low Risk — Auto approve,genuine
IG0000063,1727309,93544,7310,2118,5.96,0.041567548,14.36207584304689,0.05415591535735644,0.004232016390813688,0.0012261847764354842,0.0781450440434448,2.4411397584890424,0.2631769109701843,2.177962847518858,1.569954619481499,Low,0,Low Risk — Auto approve,genuine
IG0000064,885241,171840,2616,1547,19.88,0.055691049,13.693616332938117,0.19411663038652752,0.0029551274737613827,0.0017475467132679124,0.015223463687150838,2.9823537033964396,0.25789707143373386,2.7244566319627057,1.892571050611357,Low,0,Low Risk — Auto approve,genuine
IG0000065,1730179,143899,2074,1844,8.54,0.020807096,14.3637360073043,0.08317000726514424,0.0011987199012356525,0.001065785678822827,0.014412886816447647,2.5198549312457943,0.2641913655568022,2.255663565688992,1.6175895049701974,Low,0,Low Risk — Auto approve,genuine
IG0000066,104738,159218,772,1580,154.26,0.845920296,11.55922682033707,1.520155053562222,0.007370772785426493,0.015085260363955775,0.0048486980115313594,39.16275997462784,0.9690780328167028,38.193681941811136,23.885287197903384,Low,1,Low Risk — Auto approve,fraud
IG0000067,933713,197177,9805,380,22.21,0.035878262,13.746925460469063,0.21117516838685976,0.010501085451311057,0.0004069773045893117,0.04972689512468493,5.518915931788502,1.108123656897842,4.41079227489066,3.754599021832238,Low,0,Low Risk — Auto approve,fraud
IG0000068,974583,21996,273,641,2.35,0.053766585,13.789765992265197,0.022569652866918467,0.0002801198050858675,0.0006577171980221285,0.012411347517730497,3.8544044867076965,1.3576324804025488,2.4967720063051475,2.8556956841856374,Low,0,Low Risk — Auto approve,genuine
IG0000069,1678552,155671,5884,3487,9.83,0.048613329,14.333442670715458,0.09274124364333068,0.0035054022752944204,0.002077385746762686,0.03779766302008723,1.7482711217717528,0.3481253093957936,1.4001458123759591,1.1882127968213692,Low,0,Low Risk — Auto approve,genuine
IG0000070,1888156,5576,8050,1575,0.81,0.018960298,14.45111177900991,0.0029531458205783842,0.004263418912420372,0.0008341471785170293,1.4436872309899569,18.106606608171862,1.6353704417322776,16.471236166439585,11.518112141596028,Low,0,Low Risk — Auto approve,genuine
IG0000071,1140404,106477,3839,2184,9.86,0.021395926,13.94689402043756,0.0933677889590005,0.0033663508721470635,0.001915110785300648,0.03605473482536135,0.45792021200567795,0.32839283914646683,0.12952737285921112,0.40610926286199345,Low,0,Low Risk — Auto approve,genuine
IG0000072,156274,113592,2949,4820,77.66,0.35514545,11.959372554800012,0.7268771516695036,0.018870701460255705,0.030843262474883858,0.02596133530530319,27.430416263521224,0.35064426578137337,27.07977199773985,16.598507464425282,Low,0,Low Risk — Auto approve,fraud
IG0000073,619213,104651,5249,810,17.88,0.036820932,13.336206210821178,0.16900646465755725,0.008476889212597281,0.001308112071290493,0.05015718913340532,3.1521000402991386,0.30876710693418447,2.843332933364954,2.0147668669531567,Low,0,Low Risk — Auto approve,genuine
IG0000074,888730,83034,9183,526,10.44,0.083377404,13.697549881530701,0.0934299506036704,0.010332721974052862,0.0005918557942232174,0.11059325095743912,3.739417900969715,0.3534463049689496,3.3859715960007652,2.3850292625694087,Low,0,Low Risk — Auto approve,genuine
IG0000075,1915192,85288,6649,1946,4.9,0.011226029,14.465328958808406,0.044532349759188634,0.0034717145852739568,0.001016086115647935,0.07795938467310759,3.8256058907227115,0.6446409164844722,3.1809649742382393,2.5532199010274157,Low,0,Low Risk — Auto approve,genuine
IG0000076,179126,107296,2538,3498,63.27,0.080948606,12.09585033045544,0.5989973538179829,0.014168797382847828,0.019528153366903743,0.023654190277363554,21.03241874789153,0.4264348119895115,20.605983935902017,12.790025173530722,Low,0,Low Risk — Auto approve,fraud
IG0000077,317075,7473,3919,1702,4.13,0.307182843,12.666896771758616,0.02356855633525191,0.012359851770085941,0.005367815185681621,0.5244212498327312,18.01646333014616,1.3650338764199998,16.65142945372616,11.355891548655695,Low,0,Low Risk — Auto approve,genuine
IG0000078,815701,135256,1370,1716,16.96,0.008949358,13.611804371167485,0.16581566039516932,0.0016795369872048705,0.002103712021929604,0.010128940675459868,3.046649317982789,0.5892943889583921,2.4573549290243966,2.06370734637303,Low,0,Low Risk — Auto approve,genuine
IG0000079,1572598,117267,7780,1588,8.05,0.046420001,14.268240222649741,0.07456896167997161,0.004947227454187275,0.001009793984222287,0.06634432534302062,1.9386926747749806,0.5154543261334287,1.423238348641552,1.36939733531836,Low,0,Low Risk — Auto approve,genuine
IG0000080,1947239,65028,8681,2275,3.9,0.02824512,14.481923543321583,0.033394976168821595,0.004458107094198503,0.0011683208892180159,0.13349634003813743,5.066324324472691,0.7208796844692658,4.345444640003425,3.3281464684713207,Low,0,Low Risk — Auto approve,genuine
IG0000081,64268,141610,802,3811,227.52,0.451235452,11.07083267888533,2.2034293894317547,0.012478994211738346,0.059298562270492315,0.005663441847327166,48.131255787117716,1.0663349582268316,47.064920828890884,29.30528745556136,Low,1,Low Risk — Auto approve,fraud
IG0000082,1485851,66834,2239,371,4.67,0.003499678,14.211498903068314,0.04498028402578724,0.0015068805687784308,0.0002496885623121026,0.03350091270910016,4.078986869691879,0.8112992020608044,3.2676876676310744,2.771911802639449,Low,0,Low Risk — Auto approve,genuine
IG0000083,1730370,102350,9235,3337,6.64,0.03652398,14.363846394349714,0.05914919930419506,0.0053370088478186745,0.0019284892826389732,0.09022960429897411,2.643216111418592,0.39174765503557135,2.2514684563830207,1.7426287288653837,Low,0,Low Risk — Auto approve,genuine
IG0000084,73681,18145,918,1334,27.68,0.290441226,11.207513814969037,0.24626430151599463,0.012459114289979778,0.018105074578249482,0.050592449710664095,23.447508501559543,1.77363819693765,21.673870304621893,14.777960379710786,Low,0,Low Risk — Auto approve,fraud
IG0000085,1464572,156766,7395,1090,11.28,0.007442447,14.197074290371583,0.10703877993024584,0.005049256711175688,0.000744244734980595,0.04717221846573874,2.7168499790124057,0.1836258853525904,2.533224093659815,1.7035603415484795,Low,0,Low Risk — Auto approve,genuine
IG0000086,1098291,123729,4381,3797,12.01,0.055996088,13.90926680376557,0.11265593544880181,0.003988924611054811,0.00345718939698131,0.03540802883721682,1.0976983395869302,0.19017153025391453,0.9075268093330157,0.7346876158537239,Low,0,Low Risk — Auto approve,genuine
IG0000087,847762,154182,392,4983,18.82,0.10120765,13.650356394579834,0.18186943977201148,0.0004623939265973233,0.005877828918965464,0.0025424498320167077,6.1477201917660675,0.6718536307585548,5.475866561007512,3.957373567363062,Low,0,Low Risk — Auto approve,genuine
IG0000088,1306688,95680,2329,4662,7.86,0.020280281,14.083007014789207,0.07322329431356223,0.0017823688592839301,0.0035677988930792968,0.024341555183946487,2.3411792291404785,0.6330710361966495,1.708108192943829,1.6579359519629469,Low,0,Low Risk — Auto approve,genuine
IG0000089,87556,160663,4139,3793,192.56,0.6281694,11.380045288829644,1.8349741879482846,0.04727260267714377,0.0433208460870757,0.025761998717813064,41.65577915466727,0.21730988212177915,41.43846927254549,25.080391445649074,Low,1,Low Risk — Auto approve,fraud
IG0000090,607197,55683,5309,3403,10.61,0.017127884,13.316610211250492,0.09170499854248292,0.008743455583607956,0.005604441392167616,0.09534328250992224,4.467468879089373,0.39521076951173834,4.072258109577635,2.838565635258319,Low,0,Low Risk — Auto approve,genuine
IG0000091,471829,195724,8410,591,43.39,0.180573894,13.064374030199557,0.4148197758086086,0.01782425412596513,0.001252572436200403,0.042968670168196034,12.622462825722547,0.840457128087341,11.782005697635206,7.909660546668465,Low,0,Low Risk — Auto approve,fraud
IG0000092,1621801,87305,6399,1543,5.87,0.046183225,14.299048434689515,0.05383212860270773,0.003945613549381213,0.0009514114247062371,0.07329477120439837,2.5816508638713502,0.5633777616423157,2.0182731022290348,1.7743416229797364,Low,0,Low Risk — Auto approve,genuine
IG0000093,1006580,167420,1161,4152,17.16,0.047785571,13.822069997724041,0.1663255776987423,0.0011534105585249061,0.004124858431520595,0.006934655357782821,3.8785459349723808,0.5046435236400193,3.3739024113323612,2.5289849704394363,Low,0,Low Risk — Auto approve,genuine
IG0000094,1016916,29728,5605,4181,3.89,0.084471087,13.832286059114171,0.02923348634498818,0.005511763016807681,0.004111450699959485,0.18854278794402585,4.160618906368509,0.9623932435719629,3.1982256627965455,2.8813286412498904,Low,0,Low Risk — Auto approve,genuine
IG0000095,1511037,98620,9501,214,7.17,0.038119517,14.228307389846655,0.06526643622889446,0.006287734846995805,0.00014162459291202002,0.09633948489150274,3.887319012588123,0.4935868572575636,3.3937321553305595,2.5298261504558996,Low,0,Low Risk — Auto approve,genuine
IG0000096,1952764,21554,2059,1984,1.31,0.034924855,14.484756874917885,0.01103768811797022,0.0010544028873944828,0.0010159957885335863,0.09552751229470167,6.566785570455334,0.9787500262232942,5.5880355442320395,4.331571352762518,Low,0,Low Risk — Auto approve,genuine
IG0000097,30428,161614,6644,2604,561.53,1.754962535,10.323151380044106,5.3113579597738925,0.21835151833837255,0.08557907190745366,0.0411102998502605,69.60237160564026,0.8403182885711202,68.76205331706913,42.097550278812605,Medium,1,Medium Risk — Manual review required,fraud
IG0000098,452418,184536,826,2215,41.46,0.20202556,13.022364020573855,0.4078882803071496,0.0018257452179179432,0.004895914839816276,0.0044760913859626305,11.877792885458414,0.6947735432399982,11.183019342218415,7.404585148571048,Low,0,Low Risk — Auto approve,fraud
IG0000099,1273005,126446,2264,1694,10.24,0.026708458,14.056891590804163,0.09932875361840685,0.0017784690555025314,0.0013307096201507457,0.01790487638992139,1.066847047974821,0.3766838194431193,0.6901632285317019,0.7907817565621403,Low,0,Low Risk — Auto approve,genuine
IG0000100,891372,192838,9209,3916,23.11,0.037582513,13.700518249603505,0.2163384086554211,0.010331264612305524,0.004393227518925881,0.047755110507265164,4.637224754292651,0.8936173210273961,3.743607433265255,3.1397817809865494,Low,0,Low Risk — Auto approve,genuine
IG0000101,559188,181564,787,2880,33.12,0.005543753,13.234242798749749,0.3246922323082756,0.001407397869768307,0.0051503251142728385,0.004334559714480844,10.855901248977453,0.7195058715376444,10.13639537743981,6.80134309800153,Low,0,Low Risk — Auto approve,genuine
IG0000102,1233808,79103,6492,3257,7.2,0.0360672,14.025616690268272,0.0641128927677564,0.005261758717725934,0.0026397948465239325,0.08207021225490815,1.0904836740729213,0.1814729257846634,0.9090107482882579,0.7268793747576181,Low,0,Low Risk — Auto approve,genuine
IG0000103,393280,188854,886,2611,48.91,0.026698535,12.882279648074231,0.48020240032546785,0.0022528478437754272,0.006639035801464605,0.004691454774587777,14.779412076469189,0.8970360047478124,13.882376071721376,9.226461647780637,Low,0,Low Risk — Auto approve,fraud
IG0000104,482142,27630,9481,2569,8.23,0.187704037,13.085996029529706,0.0573067685453663,0.019664331255107418,0.005328305768839885,0.34314151284835326,13.033761582371904,1.4565258554279454,11.577235726943957,8.402867291594319,Low,0,Low Risk — Auto approve,genuine
IG0000105,1312951,191217,3398,4496,15.17,0.071137461,14.087788595114787,0.14563909848882403,0.0025880630731839956,0.0034243471386213196,0.017770386524210712,4.050071040852574,0.7751833542335048,3.274887686619069,2.740115966204946,Low,0,Low Risk — Auto approve,genuine
IG0000106,1025653,87108,4315,358,8.95,0.019987267,13.840841015868554,0.08492930845032384,0.0042070758823890735,0.0003490459248888269,0.04953620792579327,0.9332462285078537,0.3132333407687449,0.6200128877391088,0.6852410734122101,Low,0,Low Risk — Auto approve,genuine
IG0000107,1546578,56225,247,3854,3.9,0.063042407,14.251555952893415,0.036354454802796886,0.00015970743150361637,0.0024919532024896256,0.004393063583815029,6.311056547194243,0.6865022663133798,5.624554280880862,4.061234834841898,Low,0,Low Risk — Auto approve,genuine
